Product ID,Category,Brand,Season,Size,Color, Original Price ,Markdown Percentage, Current Price ,Purchase Date,Stock Quantity,Customer Rating,Is Returned,Return Reason
FB001146,Outerwear,Gap,Winter,M,Brown, $88.00 ,0%, $88.00 ,06 August 2025,27,2.4,FALSE,No Action
FB001147,Bottoms,Forever21,Fall,M,White, $112.00 ,20%, $90.00 ,06 August 2025,2,1.0,FALSE,No Action
FB001148,Tops,Uniqlo,Fall,XL,Green, $33.00 ,0%, $33.00 ,06 August 2025,29,1.2,FALSE,No Action
FB001149,Bottoms,Forever21,Fall,L,Navy, $115.00 ,3%, $112.00 ,06 August 2025,46,3.0,FALSE,No Action
FB001150,Tops,Banana Republic,Fall,XL,White, $107.00 ,3%, $104.00 ,06 August 2025,6,2.8,FALSE,No Action
FB001151,Tops,H&M,Summer,S,White, $53.00 ,0%, $53.00 ,06 August 2025,50,4.2,TRUE,Damaged
FB001152,Tops,Gap,Spring,XS,Green, $72.00 ,41%, $42.00 ,30 December 2024,23,4.4,FALSE,No Action
FB001153,Shoes,Gap,Spring,S,Gray, $152.00 ,0%, $152.00 ,09 June 2025,15,3.0,FALSE,No Action
FB001154,Dresses,H&M,Winter,M,Red, $67.00 ,0%, $67.00 ,06 August 2025,9,4.7,FALSE,No Action
FB001155,Outerwear,Uniqlo,Summer,XS,Purple, $221.00 ,0%, $221.00 ,06 August 2025,35,1.5,FALSE,No Action
FB001156,Bottoms,Zara,Fall,XS,Pink, $118.00 ,8%, $108.00 ,06 August 2025,30,4.6,TRUE,Wrong Item
FB001157,Tops,Forever21,Fall,XS,Green, $100.00 ,0%, $100.00 ,06 August 2025,18,1.2,FALSE,No Action
FB001158,Accessories,Banana Republic,Summer,XS,White, $18.00 ,0%, $18.00 ,06 August 2025,39,2.2,FALSE,No Action
FB001159,Accessories,Gap,Summer,XS,Purple, $45.00 ,14%, $39.00 ,06 August 2025,40,3.2,FALSE,No Action
FB001160,Tops,Uniqlo,Spring,S,Purple, $62.00 ,0%, $62.00 ,23 July 2025,38,2.6,FALSE,No Action
FB001161,Accessories,Forever21,Winter,S,Blue, $37.00 ,0%, $37.00 ,06 August 2025,12,4.3,FALSE,No Action
FB001162,Dresses,Zara,Summer,XL,Beige, $51.00 ,39%, $31.00 ,06 August 2025,40,2.4,FALSE,No Action
FB001163,Dresses,Zara,Spring,XS,Purple, $76.00 ,0%, $76.00 ,07 January 2025,14,2.8,FALSE,No Action
FB001164,Accessories,Zara,Fall,XS,Gray, $74.00 ,0%, $74.00 ,06 August 2025,24,1.7,FALSE,No Action
FB001165,Bottoms,Forever21,Spring,L,Beige, $75.00 ,0%, $75.00 ,18 February 2025,19,1.7,TRUE,Size Issue
FB001166,Bottoms,H&M,Winter,XS,Navy, $62.00 ,49%, $31.00 ,06 August 2025,46,3.5,FALSE,No Action
FB001167,Bottoms,Mango,Winter,XXL,Red, $93.00 ,0%, $93.00 ,06 August 2025,38,1.9,FALSE,No Action
FB001168,Tops,Forever21,Fall,XXL,Blue, $72.00 ,36%, $46.00 ,06 August 2025,11,3.1,FALSE,No Action
FB001169,Outerwear,Uniqlo,Winter,XXL,Gray, $134.00 ,34%, $89.00 ,06 August 2025,42,2.9,FALSE,No Action
FB001170,Bottoms,Zara,Spring,XXL,Beige, $71.00 ,42%, $41.00 ,12 April 2025,16,2.8,FALSE,No Action
FB001171,Shoes,Ann Taylor,Summer,XL,Red, $62.00 ,54%, $28.00 ,06 August 2025,1,4.1,FALSE,No Action
FB001172,Outerwear,Ann Taylor,Spring,XS,Navy, $80.00 ,44%, $45.00 ,21 October 2024,41,4.8,TRUE,Changed Mind
FB001173,Shoes,Banana Republic,Winter,M,Beige, $171.00 ,0%, $171.00 ,06 August 2025,15,2.4,FALSE,No Action
FB001174,Tops,Ann Taylor,Spring,XL,Navy, $30.00 ,16%, $25.00 ,19 September 2024,4,3.0,FALSE,No Action
FB001175,Dresses,H&M,Summer,L,Blue, $97.00 ,0%, $97.00 ,06 August 2025,20,4.1,FALSE,No Action
FB001176,Shoes,Forever21,Fall,S,White, $128.00 ,0%, $128.00 ,06 August 2025,28,3.0,FALSE,No Action
FB001177,Dresses,Zara,Winter,XL,Green, $174.00 ,0%, $174.00 ,06 August 2025,43,4.6,FALSE,No Action
FB001178,Dresses,Banana Republic,Winter,XL,White, $100.00 ,0%, $100.00 ,06 August 2025,36,1.9,TRUE,Quality Issue
FB001179,Dresses,Zara,Winter,S,Purple, $49.00 ,0%, $49.00 ,06 August 2025,0,3.5,TRUE,Wrong Item
FB001180,Shoes,H&M,Fall,XL,Brown, $170.00 ,0%, $170.00 ,06 August 2025,22,3.0,FALSE,No Action
FB001181,Outerwear,Gap,Summer,XS,Navy, $186.00 ,0%, $186.00 ,06 August 2025,22,2.9,FALSE,No Action
FB001182,Accessories,Forever21,Fall,XS,Navy, $63.00 ,0%, $63.00 ,06 August 2025,36,1.7,FALSE,No Action
FB001183,Outerwear,Forever21,Fall,XS,Navy, $225.00 ,0%, $225.00 ,06 August 2025,31,1.3,FALSE,No Action
FB001184,Tops,Mango,Fall,XS,White, $115.00 ,14%, $99.00 ,06 August 2025,37,3.0,FALSE,No Action
FB001185,Bottoms,Mango,Fall,XS,White, $92.00 ,0%, $92.00 ,06 August 2025,39,2.3,FALSE,No Action
FB001186,Accessories,Uniqlo,Spring,XS,Beige, $67.00 ,26%, $49.00 ,28 May 2025,23,1.7,FALSE,No Action
FB001187,Outerwear,Ann Taylor,Spring,L,White, $128.00 ,0%, $128.00 ,10 July 2025,40,1.5,FALSE,No Action
FB001188,Accessories,Banana Republic,Fall,L,Red, $16.00 ,17%, $13.00 ,06 August 2025,47,1.2,FALSE,No Action
FB001189,Shoes,Banana Republic,Winter,L,Gray, $173.00 ,43%, $99.00 ,06 August 2025,1,3.1,FALSE,No Action
FB001190,Tops,H&M,Spring,S,Black, $71.00 ,21%, $56.00 ,12 January 2025,33,1.3,FALSE,No Action
FB001191,Outerwear,Uniqlo,Fall,XXL,Gray, $230.00 ,24%, $174.00 ,06 August 2025,26,3.0,TRUE,Size Issue
FB001192,Shoes,H&M,Spring,XS,Green, $101.00 ,59%, $41.00 ,04 July 2025,44,1.2,FALSE,No Action
FB001193,Outerwear,Mango,Winter,XXL,Brown, $116.00 ,53%, $55.00 ,06 August 2025,43,2.4,FALSE,No Action
FB001194,Shoes,H&M,Spring,L,Beige, $150.00 ,8%, $137.00 ,22 January 2025,48,2.9,FALSE,No Action
FB001195,Outerwear,Zara,Winter,XL,Gray, $107.00 ,0%, $107.00 ,06 August 2025,15,2.7,FALSE,No Action
FB001196,Dresses,Zara,Spring,L,Navy, $61.00 ,0%, $61.00 ,05 April 2025,3,3.0,FALSE,No Action
FB001197,Accessories,Zara,Winter,L,Green, $34.00 ,0%, $34.00 ,06 August 2025,3,1.9,FALSE,No Action
FB001198,Dresses,Gap,Summer,S,Brown, $168.00 ,46%, $90.00 ,06 August 2025,44,1.5,FALSE,No Action
FB001199,Tops,Ann Taylor,Fall,M,Red, $74.00 ,0%, $74.00 ,06 August 2025,47,1.4,FALSE,No Action
FB001200,Tops,Forever21,Winter,XXL,Brown, $84.00 ,0%, $84.00 ,06 August 2025,7,2.5,FALSE,No Action
FB001201,Shoes,Mango,Summer,M,Red, $187.00 ,10%, $169.00 ,06 August 2025,28,4.0,FALSE,No Action
FB001202,Accessories,Uniqlo,Spring,M,Green, $45.00 ,14%, $39.00 ,14 April 2025,29,3.0,FALSE,No Action
FB001203,Outerwear,Banana Republic,Fall,XL,Brown, $87.00 ,0%, $87.00 ,06 August 2025,8,2.8,FALSE,No Action
FB001204,Outerwear,H&M,Summer,XS,Brown, $232.00 ,57%, $100.00 ,06 August 2025,23,2.9,TRUE,Size Issue
FB001205,Shoes,Ann Taylor,Spring,XS,Purple, $184.00 ,0%, $184.00 ,28 September 2024,32,1.8,FALSE,No Action
FB001206,Tops,Gap,Fall,XS,Gray, $31.00 ,0%, $31.00 ,06 August 2025,50,3.4,FALSE,No Action
FB001207,Accessories,H&M,Winter,XS,Navy, $62.00 ,25%, $46.00 ,06 August 2025,33,3.5,FALSE,No Action
FB001208,Accessories,Mango,Summer,XS,Navy, $64.00 ,42%, $37.00 ,06 August 2025,26,1.3,FALSE,No Action
FB001209,Accessories,Zara,Spring,XS,Blue, $15.00 ,0%, $15.00 ,06 September 2024,7,4.1,FALSE,No Action
FB001210,Outerwear,H&M,Spring,M,Purple, $180.00 ,0%, $180.00 ,02 September 2024,20,2.0,FALSE,No Action
FB001211,Shoes,Forever21,Summer,L,Brown, $73.00 ,0%, $73.00 ,06 August 2025,44,1.3,FALSE,No Action
FB001212,Shoes,Ann Taylor,Summer,XXL,Beige, $127.00 ,0%, $127.00 ,06 August 2025,0,3.4,FALSE,No Action
FB001213,Bottoms,H&M,Fall,XXL,Brown, $52.00 ,0%, $52.00 ,06 August 2025,12,3.0,FALSE,No Action
FB001214,Bottoms,Forever21,Winter,XS,Red, $32.00 ,23%, $25.00 ,06 August 2025,24,1.1,FALSE,No Action
FB001215,Tops,Banana Republic,Winter,S,Purple, $108.00 ,0%, $108.00 ,06 August 2025,6,1.8,FALSE,No Action
FB001216,Shoes,Forever21,Winter,S,Navy, $85.00 ,48%, $45.00 ,06 August 2025,8,1.1,FALSE,No Action
FB001217,Accessories,Zara,Spring,S,Blue, $62.00 ,0%, $62.00 ,25 April 2025,3,3.7,FALSE,No Action
FB001218,Shoes,H&M,Summer,XL,Black, $127.00 ,5%, $120.00 ,06 August 2025,34,2.5,FALSE,No Action
FB001219,Tops,Ann Taylor,Fall,XL,Red, $35.00 ,0%, $35.00 ,06 August 2025,33,3.0,TRUE,Color Mismatch
FB001220,Accessories,H&M,Summer,XL,Gray, $69.00 ,28%, $50.00 ,06 August 2025,5,1.1,FALSE,No Action
FB001221,Tops,Zara,Winter,XXL,Black, $92.00 ,29%, $65.00 ,06 August 2025,37,1.9,FALSE,No Action
FB001222,Shoes,Mango,Fall,M,Black, $110.00 ,0%, $110.00 ,06 August 2025,13,3.6,TRUE,Changed Mind
FB001223,Bottoms,Zara,Fall,XXL,Red, $109.00 ,0%, $109.00 ,06 August 2025,13,3.7,FALSE,No Action
FB001224,Accessories,Forever21,Winter,XXL,Beige, $67.00 ,0%, $67.00 ,06 August 2025,28,1.4,FALSE,No Action
FB001225,Shoes,Ann Taylor,Winter,M,White, $110.00 ,10%, $98.00 ,06 August 2025,47,3.0,FALSE,No Action
FB001226,Shoes,Banana Republic,Summer,XL,White, $162.00 ,0%, $162.00 ,06 August 2025,45,3.0,FALSE,No Action
FB001227,Accessories,Uniqlo,Summer,XL,Black, $23.00 ,8%, $21.00 ,06 August 2025,0,3.5,FALSE,No Action
FB001228,Bottoms,Banana Republic,Fall,XS,Brown, $115.00 ,0%, $115.00 ,06 August 2025,34,2.9,FALSE,No Action
FB001229,Outerwear,H&M,Spring,M,Red, $139.00 ,42%, $80.00 ,02 October 2024,27,2.9,FALSE,No Action
FB001230,Dresses,Forever21,Fall,S,Navy, $120.00 ,37%, $76.00 ,06 August 2025,46,2.4,FALSE,No Action
FB001231,Accessories,Banana Republic,Fall,S,Beige, $72.00 ,0%, $72.00 ,06 August 2025,4,4.3,FALSE,No Action
FB001232,Accessories,Zara,Spring,S,Brown, $29.00 ,0%, $29.00 ,07 February 2025,37,3.9,FALSE,No Action
FB001233,Tops,Gap,Summer,XL,Black, $33.00 ,0%, $33.00 ,06 August 2025,13,4.7,FALSE,No Action
FB001234,Outerwear,Banana Republic,Fall,S,Brown, $101.00 ,0%, $101.00 ,06 August 2025,31,3.0,FALSE,No Action
FB001235,Accessories,Mango,Winter,S,White, $41.00 ,0%, $41.00 ,06 August 2025,10,3.0,FALSE,No Action
FB001236,Outerwear,Ann Taylor,Spring,L,Green, $126.00 ,0%, $126.00 ,18 May 2025,24,3.6,FALSE,No Action
FB001237,Bottoms,Zara,Spring,M,Purple, $96.00 ,0%, $96.00 ,26 February 2025,6,3.0,FALSE,No Action
FB001238,Tops,Mango,Winter,XS,Navy, $114.00 ,0%, $114.00 ,06 August 2025,27,5.0,FALSE,No Action
FB001239,Shoes,H&M,Spring,S,Purple, $102.00 ,0%, $102.00 ,17 December 2024,20,3.7,TRUE,Quality Issue
FB001240,Bottoms,Uniqlo,Summer,L,Pink, $95.00 ,15%, $81.00 ,06 August 2025,9,4.9,FALSE,No Action
FB001241,Bottoms,H&M,Winter,M,Blue, $55.00 ,0%, $55.00 ,06 August 2025,25,4.6,FALSE,No Action
FB001242,Accessories,Ann Taylor,Winter,M,White, $30.00 ,10%, $27.00 ,06 August 2025,34,3.4,FALSE,No Action
FB001243,Bottoms,Mango,Fall,S,Red, $116.00 ,0%, $116.00 ,06 August 2025,47,1.2,FALSE,No Action
FB001244,Dresses,Zara,Winter,XL,Navy, $79.00 ,21%, $62.00 ,06 August 2025,36,1.5,TRUE,Changed Mind
FB001245,Dresses,Forever21,Summer,XL,Navy, $88.00 ,0%, $88.00 ,06 August 2025,3,3.5,FALSE,No Action
FB001246,Dresses,Banana Republic,Spring,XXL,Purple, $150.00 ,0%, $150.00 ,19 December 2024,38,2.1,FALSE,No Action
FB001247,Dresses,Uniqlo,Summer,XXL,White, $179.00 ,9%, $163.00 ,06 August 2025,34,2.1,FALSE,No Action
FB001248,Outerwear,Forever21,Spring,XL,Red, $135.00 ,0%, $135.00 ,16 February 2025,19,4.6,FALSE,No Action
FB001249,Shoes,Uniqlo,Fall,XXL,Black, $146.00 ,0%, $146.00 ,06 August 2025,7,2.5,FALSE,No Action
FB001250,Outerwear,Forever21,Winter,M,Green, $160.00 ,0%, $160.00 ,06 August 2025,11,2.0,FALSE,No Action
FB001251,Shoes,Mango,Winter,M,Gray, $169.00 ,9%, $154.00 ,06 August 2025,36,2.1,FALSE,No Action
FB001252,Shoes,Ann Taylor,Summer,M,Gray, $137.00 ,0%, $137.00 ,06 August 2025,35,4.6,FALSE,No Action
FB001253,Bottoms,Forever21,Summer,XXL,Red, $38.00 ,0%, $38.00 ,06 August 2025,38,3.0,FALSE,No Action
FB001254,Tops,Zara,Summer,XXL,Blue, $40.00 ,20%, $32.00 ,06 August 2025,7,3.0,FALSE,No Action
FB001255,Bottoms,H&M,Winter,XS,Black, $56.00 ,23%, $43.00 ,06 August 2025,35,3.0,FALSE,No Action
FB001256,Accessories,Forever21,Summer,XS,Green, $19.00 ,0%, $19.00 ,06 August 2025,13,3.1,FALSE,No Action
FB001257,Shoes,H&M,Winter,L,White, $155.00 ,0%, $155.00 ,06 August 2025,3,4.0,FALSE,No Action
FB001258,Tops,Zara,Summer,S,Purple, $106.00 ,0%, $106.00 ,06 August 2025,10,1.1,FALSE,No Action
FB001259,Outerwear,Ann Taylor,Fall,XXL,Navy, $158.00 ,0%, $158.00 ,06 August 2025,7,5.0,FALSE,No Action
FB001260,Dresses,Mango,Spring,XL,Pink, $102.00 ,42%, $59.00 ,30 May 2025,43,1.3,FALSE,No Action
FB001261,Accessories,Gap,Fall,XL,Navy, $53.00 ,58%, $22.00 ,06 August 2025,6,4.2,FALSE,No Action
FB001262,Dresses,Uniqlo,Summer,XS,Blue, $101.00 ,23%, $78.00 ,06 August 2025,5,1.2,TRUE,Damaged
FB001263,Outerwear,Banana Republic,Summer,M,Gray, $112.00 ,0%, $112.00 ,06 August 2025,41,4.1,FALSE,No Action
FB001264,Accessories,Banana Republic,Winter,M,Pink, $47.00 ,0%, $47.00 ,06 August 2025,39,4.4,FALSE,No Action
FB001265,Tops,Uniqlo,Winter,XXL,Beige, $80.00 ,0%, $80.00 ,06 August 2025,24,3.0,FALSE,No Action
FB001266,Bottoms,Mango,Winter,L,Red, $64.00 ,26%, $47.00 ,06 August 2025,7,2.9,TRUE,Wrong Item
FB001267,Outerwear,Zara,Winter,L,Red, $129.00 ,0%, $129.00 ,06 August 2025,41,1.7,FALSE,No Action
FB001268,Bottoms,Banana Republic,Spring,L,Green, $32.00 ,0%, $32.00 ,12 August 2024,23,4.0,TRUE,Damaged
FB001269,Bottoms,Uniqlo,Spring,L,Blue, $79.00 ,0%, $79.00 ,11 May 2025,13,3.5,FALSE,No Action
FB001270,Tops,Forever21,Spring,S,Beige, $119.00 ,0%, $119.00 ,20 February 2025,18,4.4,FALSE,No Action
FB001271,Dresses,H&M,Winter,S,White, $66.00 ,0%, $66.00 ,06 August 2025,1,3.0,FALSE,No Action
FB001272,Accessories,H&M,Fall,S,Purple, $68.00 ,8%, $62.00 ,06 August 2025,18,3.1,FALSE,No Action
FB001273,Outerwear,Mango,Fall,L,Purple, $209.00 ,0%, $209.00 ,06 August 2025,30,2.1,FALSE,No Action
FB001274,Shoes,Uniqlo,Summer,XS,Blue, $154.00 ,0%, $154.00 ,06 August 2025,31,3.0,FALSE,No Action
FB001275,Bottoms,H&M,Winter,S,Gray, $37.00 ,0%, $37.00 ,06 August 2025,8,3.0,TRUE,Changed Mind
FB001276,Shoes,Zara,Summer,XS,Black, $140.00 ,0%, $140.00 ,06 August 2025,10,1.9,FALSE,No Action
FB001277,Shoes,Uniqlo,Summer,XS,White, $171.00 ,0%, $171.00 ,06 August 2025,25,3.0,FALSE,No Action
FB001278,Tops,Zara,Summer,M,Purple, $77.00 ,0%, $77.00 ,06 August 2025,4,2.7,FALSE,No Action
FB001279,Tops,H&M,Spring,XL,Navy, $80.00 ,0%, $80.00 ,10 December 2024,50,2.1,FALSE,No Action
FB001280,Bottoms,Uniqlo,Summer,S,White, $48.00 ,42%, $28.00 ,06 August 2025,20,1.3,TRUE,Damaged
FB001281,Shoes,Ann Taylor,Winter,XS,Purple, $137.00 ,0%, $137.00 ,06 August 2025,32,3.4,TRUE,Changed Mind
FB001282,Bottoms,Zara,Fall,XXL,Brown, $96.00 ,45%, $53.00 ,06 August 2025,15,1.3,FALSE,No Action
FB001283,Tops,H&M,Spring,XL,Blue, $46.00 ,37%, $29.00 ,11 March 2025,19,1.9,FALSE,No Action
FB001284,Bottoms,Gap,Winter,L,Brown, $86.00 ,0%, $86.00 ,06 August 2025,26,3.7,FALSE,No Action
FB001285,Bottoms,Mango,Fall,XXL,Green, $113.00 ,52%, $55.00 ,06 August 2025,12,2.9,FALSE,No Action
FB001286,Bottoms,Zara,Summer,XS,Purple, $64.00 ,43%, $36.00 ,06 August 2025,36,3.0,FALSE,No Action
FB001287,Shoes,Forever21,Fall,XS,Beige, $123.00 ,0%, $123.00 ,06 August 2025,40,4.3,FALSE,No Action
FB001288,Accessories,Ann Taylor,Winter,XS,Red, $69.00 ,0%, $69.00 ,06 August 2025,35,3.0,FALSE,No Action
FB001289,Accessories,Banana Republic,Winter,XS,Green, $46.00 ,24%, $34.00 ,06 August 2025,31,4.4,TRUE,Size Issue
FB001290,Outerwear,H&M,Summer,XS,Navy, $229.00 ,0%, $229.00 ,06 August 2025,46,3.6,FALSE,No Action
FB001291,Outerwear,Uniqlo,Fall,XS,Purple, $179.00 ,20%, $144.00 ,06 August 2025,42,3.0,FALSE,No Action
FB001292,Shoes,Banana Republic,Fall,L,Green, $80.00 ,56%, $35.00 ,06 August 2025,41,2.2,TRUE,Changed Mind
FB001293,Bottoms,Uniqlo,Fall,L,Green, $62.00 ,19%, $50.00 ,06 August 2025,9,2.5,FALSE,No Action
FB001294,Accessories,Uniqlo,Fall,L,Beige, $58.00 ,12%, $51.00 ,06 August 2025,3,1.5,FALSE,No Action
FB001295,Tops,H&M,Summer,XXL,Navy, $119.00 ,2%, $117.00 ,06 August 2025,34,4.1,FALSE,No Action
FB001296,Outerwear,Zara,Summer,S,Navy, $80.00 ,0%, $80.00 ,06 August 2025,3,1.8,TRUE,Size Issue
FB001297,Bottoms,Banana Republic,Winter,XS,Black, $47.00 ,26%, $35.00 ,06 August 2025,2,3.2,FALSE,No Action
FB001298,Shoes,Gap,Winter,XL,Pink, $104.00 ,27%, $75.00 ,06 August 2025,7,1.0,TRUE,Quality Issue
FB001299,Accessories,Zara,Winter,XL,Blue, $38.00 ,23%, $29.00 ,06 August 2025,22,1.4,FALSE,No Action
FB001300,Outerwear,H&M,Winter,XL,Red, $86.00 ,0%, $86.00 ,06 August 2025,33,3.9,FALSE,No Action
FB001301,Accessories,Mango,Winter,XL,Purple, $64.00 ,4%, $62.00 ,06 August 2025,40,1.4,FALSE,No Action
FB001302,Accessories,Mango,Fall,XL,Navy, $53.00 ,0%, $53.00 ,06 August 2025,18,2.3,FALSE,No Action
FB001303,Dresses,Mango,Summer,XXL,Pink, $113.00 ,9%, $103.00 ,06 August 2025,11,2.4,FALSE,No Action
FB001304,Tops,Ann Taylor,Summer,XXL,Beige, $40.00 ,28%, $29.00 ,06 August 2025,29,1.7,TRUE,Size Issue
FB001305,Tops,Gap,Winter,M,Black, $49.00 ,31%, $34.00 ,06 August 2025,21,2.0,FALSE,No Action
FB001306,Bottoms,Forever21,Summer,L,Brown, $117.00 ,54%, $53.00 ,06 August 2025,25,4.6,TRUE,Wrong Item
FB001307,Accessories,Mango,Summer,L,Red, $69.00 ,4%, $67.00 ,06 August 2025,14,3.2,FALSE,No Action
FB001308,Accessories,Forever21,Spring,L,White, $29.00 ,18%, $24.00 ,03 March 2025,10,4.9,FALSE,No Action
FB001309,Shoes,H&M,Fall,XL,Black, $187.00 ,43%, $106.00 ,06 August 2025,26,3.0,FALSE,No Action
FB001310,Accessories,Ann Taylor,Summer,XL,Beige, $40.00 ,16%, $33.00 ,06 August 2025,31,1.8,FALSE,No Action
FB001311,Dresses,Mango,Spring,XS,Beige, $113.00 ,23%, $86.00 ,07 March 2025,1,3.0,FALSE,No Action
FB001312,Bottoms,Zara,Spring,S,Gray, $119.00 ,0%, $119.00 ,27 September 2024,47,1.4,FALSE,No Action
FB001313,Shoes,Uniqlo,Fall,XXL,Brown, $167.00 ,0%, $167.00 ,06 August 2025,9,4.0,FALSE,No Action
FB001314,Dresses,Banana Republic,Spring,XL,Blue, $148.00 ,1%, $146.00 ,23 February 2025,43,2.0,FALSE,No Action
FB001315,Bottoms,H&M,Winter,XXL,Red, $65.00 ,50%, $32.00 ,06 August 2025,9,3.0,FALSE,No Action
FB001316,Shoes,Banana Republic,Spring,M,Green, $84.00 ,5%, $80.00 ,17 July 2025,33,3.0,FALSE,No Action
FB001317,Bottoms,Gap,Summer,XS,Gray, $52.00 ,0%, $52.00 ,06 August 2025,35,1.2,TRUE,Color Mismatch
FB001318,Shoes,Uniqlo,Summer,L,Green, $106.00 ,0%, $106.00 ,06 August 2025,30,1.1,FALSE,No Action
FB001319,Tops,Gap,Summer,XXL,Black, $96.00 ,40%, $57.00 ,06 August 2025,31,4.5,FALSE,No Action
FB001320,Outerwear,Banana Republic,Spring,L,Brown, $99.00 ,0%, $99.00 ,16 October 2024,21,1.2,FALSE,No Action
FB001321,Accessories,Zara,Spring,L,Purple, $68.00 ,37%, $43.00 ,05 December 2024,9,1.8,FALSE,No Action
FB001322,Dresses,H&M,Spring,S,Pink, $63.00 ,4%, $61.00 ,19 May 2025,14,2.1,FALSE,No Action
FB001323,Shoes,Mango,Fall,S,Navy, $116.00 ,11%, $103.00 ,06 August 2025,15,3.0,FALSE,No Action
FB001324,Bottoms,Uniqlo,Fall,XS,Green, $71.00 ,0%, $71.00 ,06 August 2025,16,3.0,FALSE,No Action
FB001325,Bottoms,Forever21,Winter,M,Beige, $91.00 ,0%, $91.00 ,06 August 2025,38,3.3,FALSE,No Action
FB001326,Accessories,Zara,Summer,M,White, $46.00 ,0%, $46.00 ,06 August 2025,25,2.5,FALSE,No Action
FB001327,Dresses,Mango,Fall,S,Green, $156.00 ,0%, $156.00 ,06 August 2025,43,3.0,FALSE,No Action
FB001328,Tops,Mango,Fall,XS,Pink, $56.00 ,0%, $56.00 ,06 August 2025,31,1.5,FALSE,No Action
FB001329,Bottoms,Zara,Winter,XS,Purple, $118.00 ,23%, $90.00 ,06 August 2025,15,5.0,FALSE,No Action
FB001330,Tops,Gap,Fall,XS,Beige, $25.00 ,0%, $25.00 ,06 August 2025,46,1.5,FALSE,No Action
FB001331,Tops,H&M,Fall,S,Green, $91.00 ,24%, $69.00 ,06 August 2025,3,3.7,FALSE,No Action
FB001332,Bottoms,Uniqlo,Fall,L,Blue, $25.00 ,8%, $23.00 ,06 August 2025,39,1.7,FALSE,No Action
FB001333,Accessories,H&M,Winter,L,Navy, $51.00 ,32%, $34.00 ,06 August 2025,34,4.8,FALSE,No Action
FB001334,Outerwear,Banana Republic,Summer,XL,Black, $143.00 ,25%, $108.00 ,06 August 2025,50,4.1,FALSE,No Action
FB001335,Bottoms,Gap,Summer,L,Red, $45.00 ,0%, $45.00 ,06 August 2025,29,2.3,FALSE,No Action
FB001336,Shoes,Zara,Summer,L,White, $177.00 ,11%, $158.00 ,06 August 2025,37,3.0,FALSE,No Action
FB001337,Outerwear,Gap,Fall,XS,Purple, $145.00 ,34%, $95.00 ,06 August 2025,14,3.0,FALSE,No Action
FB001338,Shoes,Ann Taylor,Summer,XXL,Navy, $190.00 ,0%, $190.00 ,06 August 2025,39,3.7,FALSE,No Action
FB001339,Accessories,Forever21,Fall,XXL,Blue, $44.00 ,0%, $44.00 ,06 August 2025,25,1.1,FALSE,No Action
FB001340,Shoes,Banana Republic,Winter,XXL,White, $65.00 ,0%, $65.00 ,06 August 2025,7,4.6,FALSE,No Action
FB001341,Shoes,Gap,Spring,XS,Purple, $86.00 ,0%, $86.00 ,27 December 2024,4,2.4,FALSE,No Action
FB001342,Bottoms,Uniqlo,Winter,XS,Green, $100.00 ,0%, $100.00 ,06 August 2025,48,4.2,FALSE,No Action
FB001343,Outerwear,Banana Republic,Winter,XS,Red, $203.00 ,0%, $203.00 ,06 August 2025,18,1.8,FALSE,No Action
FB001344,Tops,Gap,Winter,XS,White, $95.00 ,24%, $71.00 ,06 August 2025,26,2.3,FALSE,No Action
FB001345,Dresses,H&M,Fall,XL,Red, $173.00 ,32%, $118.00 ,06 August 2025,5,3.2,FALSE,No Action
FB001346,Dresses,H&M,Winter,L,Beige, $160.00 ,0%, $160.00 ,06 August 2025,23,4.0,FALSE,No Action
FB001347,Tops,Forever21,Winter,XS,Blue, $59.00 ,0%, $59.00 ,06 August 2025,28,1.5,FALSE,No Action
FB001348,Dresses,Mango,Fall,XS,Blue, $155.00 ,0%, $155.00 ,06 August 2025,19,4.1,FALSE,No Action
FB001349,Bottoms,Forever21,Spring,XL,Black, $29.00 ,41%, $17.00 ,26 August 2024,21,4.5,TRUE,Quality Issue
FB001350,Outerwear,Mango,Winter,XXL,Brown, $237.00 ,23%, $182.00 ,06 August 2025,23,2.2,FALSE,No Action
FB001351,Outerwear,Ann Taylor,Summer,M,Pink, $81.00 ,0%, $81.00 ,06 August 2025,34,3.1,TRUE,Damaged
FB001352,Bottoms,Banana Republic,Spring,M,Beige, $37.00 ,0%, $37.00 ,01 May 2025,13,3.0,FALSE,No Action
FB001353,Tops,Uniqlo,Fall,XXL,Purple, $80.00 ,0%, $80.00 ,06 August 2025,13,3.0,FALSE,No Action
FB001354,Accessories,Zara,Spring,XXL,Gray, $77.00 ,30%, $54.00 ,24 July 2025,33,4.0,TRUE,Damaged
FB001355,Tops,Banana Republic,Summer,XXL,Green, $117.00 ,1%, $116.00 ,06 August 2025,27,3.3,FALSE,No Action
FB001356,Outerwear,Mango,Fall,XL,Blue, $130.00 ,28%, $93.00 ,06 August 2025,41,2.3,FALSE,No Action
FB001357,Tops,Uniqlo,Fall,XS,Purple, $63.00 ,0%, $63.00 ,06 August 2025,11,3.0,FALSE,No Action
FB001358,Outerwear,Banana Republic,Spring,XL,Red, $135.00 ,0%, $135.00 ,30 July 2025,25,3.4,TRUE,Changed Mind
FB001359,Accessories,H&M,Winter,XL,Beige, $45.00 ,0%, $45.00 ,06 August 2025,19,1.1,FALSE,No Action
